startup_id,startup_name,short_description,detailed_description,sector,sub_sectors,primary_technologies,secondary_technologies,years_of_operation,years_of_relevant_experience,team_size,team_capabilities,founder_experience_years,technical_team_percentage,annual_revenue,gross_margin_percentage,funding_stage,funding_amount,startup_stage,certifications,previous_government_projects,previous_enterprise_projects,successful_deployments,prototype_readiness,production_readiness,scalability_level,geographic_presence,headquarters_city,operating_states,preferred_deployment_locations,estimated_deployment_time_months,compliance_capability,support_capability,eligibility_status,capability_profile
cda66adc-8a2a-4293-911e-b7f177167567,Balasubramanian LLC,"Renewable Energy startup focusing on Predictive Analytics, ML, Smart Grids","We build Predictive Analytics, ML, Smart Grids systems for renewable energy applications, delivering scalable solutions and intelligent integration.",Renewable Energy,"['Defence', 'Cybersecurity']","['Predictive Analytics', 'ML', 'Smart Grids']","['Network Security', 'Computer Vision']",11,8,9,Specialized,15,46,36700000,39,Bootstrapped,11000000,Mature,['SOC 2'],2,3,2,True,True,High,Regional,Hyderabad,['Delhi'],Noida,10,Advanced,Community,Complete,multi_sector
aa2b5b29-c5f0-4a75-b5ac-81334a5019fe,"Badami, Bobal and Boase","Governance startup focusing on Blockchain, Machine Learning, NLP","We build Blockchain, Machine Learning, NLP systems for governance applications, delivering scalable solutions and intelligent integration.",Governance,[],"['Blockchain', 'Machine Learning', 'NLP']",[],2,2,154,Strong,13,32,48200000,47,Series A,4000000,Mature,['ISO 27001'],4,6,10,False,True,Medium,National,Pune,"['Kerala', 'Maharashtra']",Pan India,10,Comprehensive,Community,Complete,early_stage_excellent_prototype
94a060b0-ec26-4cf3-891f-a418f3b78940,Sawhney-Randhawa,"Infrastructure startup focusing on Predictive Maintenance, Computer Vision, Sensors","Sawhney-Randhawa specializes in Predictive Maintenance, Computer Vision, Sensors combined with innovative software to solve infrastructure challenges.",Infrastructure,['Governance'],"['Predictive Maintenance', 'Computer Vision', 'Sensors']",['Data Analytics'],8,8,38,Average,15,81,42800000,47,Series A,7000000,Growth,"['ISO 27001', 'None']",1,14,13,True,True,Medium,Local,Lucknow,['Gujarat'],Nagpur,10,Basic,24x7,Complete,strong_sector_weak_scale
d43d1569-5bbf-43af-ac95-d2ff01b0c45e,"Master, Koshy and Ravel","Governance startup focusing on OCR, Data Analytics, Blockchain","We provide end-to-end governance services powered by OCR, Data Analytics, Blockchain and a strong team of experts.",Governance,[],"['OCR', 'Data Analytics', 'Blockchain']",[],2,2,48,Average,18,39,6000000,20,Series C,15000000,MVP,['CMMI'],0,5,3,False,False,High,National,Bhubaneswar,['Telangana'],Pune,1,Comprehensive,8x5,Complete,early_stage_excellent_prototype
13e9d2db-61f8-4320-aa06-2c12782d3b26,"Kata, Rai and Apte","Agriculture startup focusing on Drones, ML, IoT","An innovative startup leveraging Drones, ML, IoT to revolutionize agriculture operations.",Agriculture,[],"['Drones', 'ML', 'IoT']",[],6,1,111,Specialized,25,69,6000000,53,Bootstrapped,1000000,Prototype,"['CMMI', 'SOC 2']",5,14,13,True,True,Medium,Regional,Nashik,"['Telangana', 'Maharashtra']",Pan India,10,Comprehensive,24x7,Complete,strong_tech_geo_mismatch
2328cc63-d523-49b7-96d4-7e4705a788b8,Badami PLC,"Rural Development startup focusing on Mobile Tech, Data Analytics","We provide end-to-end rural development services powered by Mobile Tech, Data Analytics and a strong team of experts.",Rural Development,['Waste Management'],"['Mobile Tech', 'Data Analytics']",['Computer Vision'],13,1,29,Average,18,54,28800000,76,Series A,5000000,MVP,['SOC 2'],3,16,8,True,True,High,National,Jaipur,['Gujarat'],Pan India,2,Advanced,24x7,Complete,excellent_tech_excellent_exp
470ee4c9-aec3-443c-ad67-bf6f8470b0db,Mander-Zachariah,Disaster Management startup focusing on Drones,Mander-Zachariah specializes in Drones combined with innovative software to solve disaster management challenges.,Disaster Management,['Renewable Energy'],['Drones'],['Smart Grids'],10,1,5,Strong,11,87,28200000,75,Series C,17000000,MVP,['CMMI'],0,11,6,True,True,Medium,National,Indore,"['UP', 'Telangana', 'Kerala', 'Delhi']",Pan India,12,Comprehensive,8x5,Complete,strong_sector_weak_scale
d7b7ee5c-dc25-4965-a60d-377debbccbaa,Wali-Mangat,"Rural Development startup focusing on IoT, Renewable Tech","An innovative startup leveraging IoT, Renewable Tech to revolutionize rural development operations.",Rural Development,['Disaster Management'],"['IoT', 'Renewable Tech']",['Drones'],12,10,70,Strong,20,51,37200000,19,Series A,14000000,Mature,['None'],0,13,3,True,True,High,National,Jaipur,"['UP', 'Karnataka']",Pan India,4,Basic,Community,Complete,strong_sector_weak_scale
309fa754-2b9e-4fdd-a9ef-dfd824718eaf,"Tripathi, Babu and Kumer","Public Safety startup focusing on IoT, Biometrics, Predictive Analytics","Tripathi, Babu and Kumer specializes in IoT, Biometrics, Predictive Analytics combined with innovative software to solve public safety challenges.",Public Safety,[],"['IoT', 'Biometrics', 'Predictive Analytics']",[],3,3,4,Strong,16,34,32500000,21,Series B,17000000,Mature,['SOC 2'],0,13,8,True,False,High,National,Gurugram,"['West Bengal', 'Telangana', 'UP']",Gurugram,11,Advanced,24x7,Complete,strong_sector_weak_scale
5bb2a480-84c3-41e3-a208-0e093a58d16b,Barad and Sons,"Public Safety startup focusing on Predictive Analytics, Computer Vision","We build Predictive Analytics, Computer Vision systems for public safety applications, delivering scalable solutions and intelligent integration.",Public Safety,"['FinTech', 'Infrastructure']","['Predictive Analytics', 'Computer Vision']","['Predictive Maintenance', 'AI']",9,9,8,Average,21,75,23700000,50,Seed,15000000,Growth,"['SOC 2', 'ISO 27001']",2,8,6,True,True,Medium,Local,Kolkata,"['Tamil Nadu', 'Gujarat', 'Delhi']",Bhopal,7,Advanced,24x7,Complete,established_weak_relevance
576d91fb-1c14-46b3-8ccb-865e06cf6240,Reddy Group,"Healthcare startup focusing on Computer Vision, Data Analytics, Wearables","An innovative startup leveraging Computer Vision, Data Analytics, Wearables to revolutionize healthcare operations.",Healthcare,['Disaster Management'],"['Computer Vision', 'Data Analytics', 'Wearables']",['Satellite Imaging'],5,3,8,Strong,24,64,10500000,24,Bootstrapped,0,Growth,['None'],2,17,2,True,True,High,Local,Chandigarh,"['Gujarat', 'Delhi']",New Delhi,12,Basic,24x7,Complete,multi_sector
f98c85de-19ee-4ccf-b16b-7d5995235d4d,Kothari LLC,"Defence startup focusing on Drones, Robotics","An innovative startup leveraging Drones, Robotics to revolutionize defence operations.",Defence,['Waste Management'],"['Drones', 'Robotics']",['IoT'],1,0,16,Average,1,44,2100000,30,Seed,1000000,Early Revenue,['CMMI'],5,12,4,False,True,Low,Local,Chandigarh,"['Karnataka', 'UP', 'Gujarat', 'Tamil Nadu']",Pan India,2,Comprehensive,Community,Complete,highly_specialized
2d7a155d-0388-4f4a-b27e-08eb4619a4e9,"Magar, Chandra and Sura","Public Safety startup focusing on Predictive Analytics, IoT, Biometrics","We provide end-to-end public safety services powered by Predictive Analytics, IoT, Biometrics and a strong team of experts.",Public Safety,[],"['Predictive Analytics', 'IoT', 'Biometrics']",[],2,1,6,Strong,9,56,19200000,47,Series C,8000000,Growth,"['SOC 2', 'CMMI']",0,15,12,False,True,Medium,Local,Patna,['Kerala'],Pan India,8,Advanced,24x7,Complete,excellent_tech_low_exp
ef29849c-356a-4344-82a2-6d20f32a1733,"Borah, Thaker and Puri","Tourism startup focusing on Mobile Tech, NLP, VR/AR","Borah, Thaker and Puri specializes in Mobile Tech, NLP, VR/AR combined with innovative software to solve tourism challenges.",Tourism,[],"['Mobile Tech', 'NLP', 'VR/AR']",[],13,10,3,Strong,15,55,44200000,72,Series C,15000000,Mature,['ISO 27001'],3,8,13,True,True,Medium,National,Jaipur,"['Karnataka', 'Gujarat']",Nashik,1,Advanced,Community,Complete,strong_sector_weak_scale
35e06f0d-b5f9-44fe-8e67-01287fe61745,"Vohra, Kuruvilla and Upadhyay","Transportation startup focusing on Computer Vision, Predictive Maintenance","Vohra, Kuruvilla and Upadhyay specializes in Computer Vision, Predictive Maintenance combined with innovative software to solve transportation challenges.",Transportation,"['Disaster Management', 'Infrastructure']","['Computer Vision', 'Predictive Maintenance']","['Computer Vision', 'Predictive Analytics']",9,8,10,Specialized,12,40,6500000,11,Seed,14000000,Prototype,['CMMI'],3,5,15,True,True,Low,National,Kolkata,"['Kerala', 'Karnataka', 'Telangana', 'West Bengal']",Indore,12,Comprehensive,24x7,Complete,established_weak_relevance
4a46ed35-2f66-4cd9-81da-91fba06bea7e,Goswami-Pillai,"Logistics startup focusing on IoT, Route Optimization","Goswami-Pillai specializes in IoT, Route Optimization combined with innovative software to solve logistics challenges.",Logistics,['Skill Development'],"['IoT', 'Route Optimization']",['Machine Learning'],9,3,43,Strong,25,75,10700000,52,Series B,0,Early Revenue,"['SOC 2', 'ISO 27001']",3,2,0,True,True,Medium,National,Noida,"['Maharashtra', 'West Bengal']",Pan India,1,Comprehensive,24x7,Complete,highly_specialized
3b204e9a-8940-4fa4-81fc-f6e9669b58f1,"Dubey, Dhingra and Atwal",Skill Development startup focusing on Machine Learning,An innovative startup leveraging Machine Learning to revolutionize skill development operations.,Skill Development,[],['Machine Learning'],[],11,8,5,Average,20,79,14500000,64,Series B,8000000,Mature,['ISO 27001'],4,4,3,True,True,High,Local,Chennai,"['Tamil Nadu', 'Maharashtra']",Delhi,6,Comprehensive,Community,Complete,strong_tech_geo_mismatch
efb5c8c3-b229-4b9f-a07a-a104e4c16d27,"Sandhu, Chopra and Grewal","Skill Development startup focusing on Recommendation Systems, VR/AR, Machine Learning","We build Recommendation Systems, VR/AR, Machine Learning systems for skill development applications, delivering scalable solutions and intelligent integration.",Skill Development,[],"['Recommendation Systems', 'VR/AR', 'Machine Learning']",[],15,15,5,Strong,23,81,16500000,19,Series B,13000000,Growth,"['None', 'CMMI']",0,7,12,True,True,Medium,Regional,Nashik,"['Gujarat', 'Tamil Nadu', 'Kerala', 'West Bengal']",Pan India,10,Basic,8x5,Complete,high_exp_weak_tech
281ab833-74c7-4d39-9615-c4ddaf731744,"Shroff, Ratta and Dalal","Environment startup focusing on Satellite Imaging, Data Analytics, IoT","We provide end-to-end environment services powered by Satellite Imaging, Data Analytics, IoT and a strong team of experts.",Environment,"['Cybersecurity', 'Governance']","['Satellite Imaging', 'Data Analytics', 'IoT']","['Data Analytics', 'Threat Detection']",15,13,21,Strong,24,65,39400000,54,Seed,12000000,Early Revenue,['ISO 27001'],1,14,11,True,True,High,Local,Bengaluru,"['Gujarat', 'Maharashtra', 'Telangana']",Pan India,10,Advanced,8x5,Complete,highly_specialized
9ea45048-9193-47da-9995-cd35b579290e,Badal PLC,Environment startup focusing on IoT,"We build IoT systems for environment applications, delivering scalable solutions and intelligent integration.",Environment,"['Disaster Management', 'Public Safety']",['IoT'],"['Computer Vision', 'Drones']",15,13,48,Strong,20,31,44700000,79,Series C,4000000,MVP,['ISO 27001'],3,3,1,True,True,Medium,National,Nashik,['Gujarat'],Hyderabad,4,Comprehensive,Community,Complete,high_exp_weak_tech
fe347487-dc84-49d6-9223-793d3b11853d,Shenoy-Datta,"Smart City startup focusing on IoT, Edge Computing, Data Analytics","We build IoT, Edge Computing, Data Analytics systems for smart city applications, delivering scalable solutions and intelligent integration.",Smart City,['Waste Management'],"['IoT', 'Edge Computing', 'Data Analytics']",['IoT'],11,6,8,Strong,18,32,7500000,44,Series A,19000000,MVP,"['SOC 2', 'None']",5,0,9,True,True,Medium,National,Lucknow,['Gujarat'],Pan India,10,Advanced,8x5,Complete,multi_sector
4ac115b7-96b4-4d7d-aaea-425abac8bc04,"Butala, Kar and Singhal",Education startup focusing on NLP,An innovative startup leveraging NLP to revolutionize education operations.,Education,[],['NLP'],[],2,2,2,Specialized,22,90,4100000,41,Seed,4000000,Early Revenue,['CMMI'],5,9,5,False,True,High,Regional,Indore,"['Delhi', 'Tamil Nadu']",Pan India,5,Advanced,Community,Complete,early_stage_excellent_prototype
30b95677-b19f-426c-b529-5aee2160aa15,Das-Dixit,"Rural Development startup focusing on Data Analytics, Renewable Tech","Das-Dixit specializes in Data Analytics, Renewable Tech combined with innovative software to solve rural development challenges.",Rural Development,['Agriculture'],"['Data Analytics', 'Renewable Tech']",['Satellite Imaging'],6,6,10,Specialized,19,52,19700000,29,Series A,6000000,Early Revenue,"['ISO 27001', 'None']",1,8,6,True,True,Medium,Regional,Pune,['UP'],Pan India,8,Basic,24x7,Incomplete,incomplete_eligibility
a5abf0d9-c6d3-4d94-8be3-ba33403e616d,"Kadakia, Chana and Sankaran","Tourism startup focusing on Recommendation Systems, Mobile Tech, VR/AR","We build Recommendation Systems, Mobile Tech, VR/AR systems for tourism applications, delivering scalable solutions and intelligent integration.",Tourism,['FinTech'],"['Recommendation Systems', 'Mobile Tech', 'VR/AR']",['Data Analytics'],12,1,10,Strong,17,49,17100000,53,Seed,14000000,Mature,['ISO 27001'],3,19,14,True,True,High,National,Nashik,"['Kerala', 'West Bengal', 'UP', 'Maharashtra']",Chennai,10,Advanced,24x7,Complete,highly_specialized
acf1d1af-1b38-496f-a972-3eff75d153c3,"Kari, Oommen and Rattan",Public Safety startup focusing on Computer Vision,"Kari, Oommen and Rattan specializes in Computer Vision combined with innovative software to solve public safety challenges.",Public Safety,['Healthcare'],['Computer Vision'],['Wearables'],7,4,8,Specialized,11,38,8500000,48,Series A,1000000,Prototype,"['SOC 2', 'CMMI']",3,12,5,True,True,Medium,Local,Surat,"['Delhi', 'Telangana']",Ahmedabad,2,Basic,8x5,Complete,multi_sector
c25946c8-af21-47b2-a5d9-fb61abc41d64,"Nadkarni, Majumdar and Ganesh","Transportation startup focusing on IoT, Route Optimization, Predictive Maintenance","We provide end-to-end transportation services powered by IoT, Route Optimization, Predictive Maintenance and a strong team of experts.",Transportation,['Agriculture'],"['IoT', 'Route Optimization', 'Predictive Maintenance']",['Computer Vision'],11,10,170,Specialized,14,78,34200000,58,Bootstrapped,12000000,MVP,"['SOC 2', 'CMMI']",2,9,13,True,True,High,Regional,Kolkata,['Gujarat'],Pan India,4,Comprehensive,8x5,Complete,established_weak_relevance
77a7cc7d-d961-4298-bb38-76ce3de5b5d6,Madan PLC,"Renewable Energy startup focusing on Predictive Analytics, Smart Grids","An innovative startup leveraging Predictive Analytics, Smart Grids to revolutionize renewable energy operations.",Renewable Energy,['FinTech'],"['Predictive Analytics', 'Smart Grids']",['Fraud Detection'],13,6,24,Average,14,51,2200000,37,Series B,20000000,MVP,"['SOC 2', 'CMMI']",2,12,15,True,True,Low,Regional,Indore,"['Telangana', 'Kerala']",Pan India,8,Basic,24x7,Complete,strong_sector_weak_scale
ea4461ea-56a3-4732-9722-75648f13fcfe,"Sarkar, Madan and Raj",Education startup focusing on Machine Learning,An innovative startup leveraging Machine Learning to revolutionize education operations.,Education,"['Public Safety', 'Smart City']",['Machine Learning'],"['IoT', 'Data Analytics']",11,7,41,Specialized,21,37,15500000,64,Series C,14000000,Mature,"['CMMI', 'None']",2,17,11,True,True,Low,Local,Indore,"['Maharashtra', 'Telangana', 'Karnataka', 'West Bengal']",Nashik,4,Comprehensive,Community,Complete,excellent_tech_excellent_exp
aee5dc39-0a66-454d-9879-f471083e4cc4,Saini Inc,"Rural Development startup focusing on Data Analytics, IoT","An innovative startup leveraging Data Analytics, IoT to revolutionize rural development operations.",Rural Development,['Healthcare'],"['Data Analytics', 'IoT']",['Medical AI'],2,2,62,Strong,19,47,21700000,53,Seed,9000000,Early Revenue,"['ISO 27001', 'SOC 2']",2,9,1,True,False,High,Local,Kolkata,"['Delhi', 'Telangana', 'Karnataka', 'Tamil Nadu']",Pan India,12,Basic,Community,Complete,early_stage_excellent_prototype
15281929-8fd8-4b52-9f4e-4b31a9b6eb31,Morar-Pandya,"Disaster Management startup focusing on IoT, Drones","We provide end-to-end disaster management services powered by IoT, Drones and a strong team of experts.",Disaster Management,['Environment'],"['IoT', 'Drones']",['Data Analytics'],15,14,14,Specialized,16,51,7500000,22,Series A,13000000,Growth,['SOC 2'],5,8,2,True,True,Medium,Local,Noida,"['Tamil Nadu', 'Delhi', 'Gujarat']",Pune,10,Advanced,8x5,Complete,excellent_tech_excellent_exp
5f3c2394-a2f8-4234-8128-70dc65415731,Bobal-Nanda,"Governance startup focusing on Data Analytics, NLP","Bobal-Nanda specializes in Data Analytics, NLP combined with innovative software to solve governance challenges.",Governance,['Defence'],"['Data Analytics', 'NLP']",['Robotics'],7,2,27,Average,15,59,900000,63,Series C,20000000,Early Revenue,['SOC 2'],1,0,10,True,True,Low,Local,Guwahati,"['West Bengal', 'Kerala', 'Gujarat']",Guwahati,9,Advanced,24x7,Complete,strong_sector_weak_scale
723c7f4f-a167-4d4b-aee6-d8429c3928b6,Viswanathan Inc,"Infrastructure startup focusing on Computer Vision, IoT","Viswanathan Inc specializes in Computer Vision, IoT combined with innovative software to solve infrastructure challenges.",Infrastructure,[],"['Computer Vision', 'IoT']",[],6,6,168,Specialized,18,46,10700000,78,Series B,1000000,Mature,['CMMI'],4,11,2,True,True,Low,National,Chandigarh,"['Tamil Nadu', 'UP', 'Kerala']",Jaipur,11,Advanced,8x5,Complete,highly_specialized
e69719f0-dd81-4954-882a-ff0c84a3a618,Ben and Sons,"Cybersecurity startup focusing on AI, Cryptography, Network Security","Ben and Sons specializes in AI, Cryptography, Network Security combined with innovative software to solve cybersecurity challenges.",Cybersecurity,"['Tourism', 'Defence']","['AI', 'Cryptography', 'Network Security']","['VR/AR', 'Cybersecurity']",9,9,5,Strong,18,41,20200000,37,Seed,12000000,Mature,"['None', 'ISO 27001']",3,19,8,True,True,Medium,Regional,Nagpur,['Gujarat'],Chandigarh,4,Advanced,24x7,Complete,established_weak_relevance
368f5399-a5b8-47ad-ac9a-9fbd6110992f,"Krishnamurthy, Bhardwaj and Mital",Rural Development startup focusing on Mobile Tech,We provide end-to-end rural development services powered by Mobile Tech and a strong team of experts.,Rural Development,[],['Mobile Tech'],[],9,8,44,Average,15,70,29700000,63,Bootstrapped,19000000,MVP,['ISO 27001'],4,18,13,True,True,Low,Regional,Guwahati,"['Telangana', 'West Bengal']",Pan India,6,Basic,Community,Complete,high_exp_weak_tech
fba6fe36-407d-42ef-9e84-d78a063abc03,Raghavan-Bakshi,"Skill Development startup focusing on NLP, VR/AR, Recommendation Systems","We provide end-to-end skill development services powered by NLP, VR/AR, Recommendation Systems and a strong team of experts.",Skill Development,"['Public Safety', 'Infrastructure']","['NLP', 'VR/AR', 'Recommendation Systems']","['IoT', 'Predictive Analytics']",1,0,30,Strong,22,68,29500000,69,Series B,7000000,MVP,"['ISO 27001', 'None']",2,5,7,False,True,Low,National,Pune,"['UP', 'West Bengal', 'Kerala', 'Delhi']",Mumbai,5,Comprehensive,Community,Complete,excellent_tech_low_exp
29b404e1-24ea-4ef5-a26e-4b27137a9f10,Rau and Sons,"Education startup focusing on NLP, VR/AR, Machine Learning","We provide end-to-end education services powered by NLP, VR/AR, Machine Learning and a strong team of experts.",Education,"['Skill Development', 'Infrastructure']","['NLP', 'VR/AR', 'Machine Learning']","['VR/AR', 'Computer Vision']",13,6,152,Strong,14,39,32200000,66,Series A,18000000,Prototype,['None'],3,10,4,True,True,Low,Regional,Noida,"['Maharashtra', 'Gujarat', 'West Bengal']",Pan India,8,Comprehensive,24x7,Complete,multi_sector
5c08ae73-2b11-46a6-a2d5-74060dd2b345,Sura PLC,"Renewable Energy startup focusing on ML, IoT","An innovative startup leveraging ML, IoT to revolutionize renewable energy operations.",Renewable Energy,['Waste Management'],"['ML', 'IoT']",['Route Optimization'],12,12,6,Specialized,16,49,11300000,57,Seed,18000000,Early Revenue,"['CMMI', 'None']",2,4,4,True,True,Low,National,Ahmedabad,"['Tamil Nadu', 'Delhi', 'Karnataka', 'Maharashtra']",Patna,3,Comprehensive,8x5,Complete,high_exp_weak_tech
2cbb65bc-83b4-4d02-9bd5-cb9071f7ef4f,"Vyas, Malhotra and Srivastava","Environment startup focusing on Satellite Imaging, Data Analytics, Sensors","We provide end-to-end environment services powered by Satellite Imaging, Data Analytics, Sensors and a strong team of experts.",Environment,['Logistics'],"['Satellite Imaging', 'Data Analytics', 'Sensors']",['Blockchain'],15,13,30,Strong,22,87,8600000,77,Series B,0,Prototype,"['SOC 2', 'CMMI']",1,7,4,True,True,Medium,National,Visakhapatnam,['Delhi'],Lucknow,8,Comprehensive,Community,Complete,established_weak_relevance
c71d37f9-6f43-48b0-9382-067cc0190036,"Ravi, Swamy and Natt","Smart City startup focusing on IoT, Data Analytics, Computer Vision","We build IoT, Data Analytics, Computer Vision systems for smart city applications, delivering scalable solutions and intelligent integration.",Smart City,"['Logistics', 'Renewable Energy']","['IoT', 'Data Analytics', 'Computer Vision']",['Predictive Analytics'],6,4,191,Average,24,63,44600000,20,Seed,7000000,Early Revenue,['SOC 2'],1,14,5,True,True,Low,National,Chennai,"['Maharashtra', 'Delhi', 'Gujarat']",Pan India,9,Advanced,8x5,Complete,multi_sector
83d96114-2e1d-4dba-9368-56d6a7e00762,"Wali, Memon and Guha",Transportation startup focusing on Predictive Maintenance,"We build Predictive Maintenance systems for transportation applications, delivering scalable solutions and intelligent integration.",Transportation,[],['Predictive Maintenance'],[],1,1,131,Average,7,36,5900000,66,Series C,18000000,MVP,"['None', 'CMMI']",0,18,13,True,False,High,Local,Patna,"['Karnataka', 'Tamil Nadu', 'Kerala', 'Delhi']",Guwahati,8,Comprehensive,8x5,Complete,excellent_tech_low_exp
52930cb5-173c-4129-afe0-5dc71762d9d0,Issac Group,"Waste Management startup focusing on Computer Vision, Sensors","We provide end-to-end waste management services powered by Computer Vision, Sensors and a strong team of experts.",Waste Management,"['Disaster Management', 'Logistics']","['Computer Vision', 'Sensors']","['Predictive Analytics', 'Blockchain']",5,5,129,Strong,15,87,5700000,33,Series C,15000000,Growth,['SOC 2'],0,13,9,True,True,Low,Regional,Jaipur,"['Delhi', 'Maharashtra']",Pan India,4,Advanced,Community,Complete,highly_specialized
915b6771-d8cb-4586-a28d-911de97bddb3,Kuruvilla PLC,"Water Management startup focusing on IoT, Sensors","An innovative startup leveraging IoT, Sensors to revolutionize water management operations.",Water Management,['Logistics'],"['IoT', 'Sensors']",['Blockchain'],10,10,4,Specialized,25,71,31200000,30,Series C,13000000,Early Revenue,['None'],3,9,11,True,True,Low,Regional,Jaipur,"['Gujarat', 'West Bengal', 'Telangana']",Indore,7,Basic,24x7,Complete,established_weak_relevance
715c56e1-9cfd-4ec0-96e1-84e83b0bb847,Pandit LLC,"Healthcare startup focusing on Computer Vision, Wearables, NLP","We provide end-to-end healthcare services powered by Computer Vision, Wearables, NLP and a strong team of experts.",Healthcare,['FinTech'],"['Computer Vision', 'Wearables', 'NLP']",['Blockchain'],1,1,23,Average,18,65,16400000,64,Seed,6000000,Mature,"['None', 'ISO 27001']",0,7,5,False,False,High,National,Bhubaneswar,['Kerala'],Nashik,4,Advanced,Community,Complete,early_stage_excellent_prototype
cfaf3449-c444-4a08-ab5d-3a2fec719bc6,"Kota, Mall and Comar",Tourism startup focusing on VR/AR,An innovative startup leveraging VR/AR to revolutionize tourism operations.,Tourism,['Healthcare'],['VR/AR'],['Data Analytics'],5,4,7,Specialized,18,82,6800000,19,Seed,4000000,Mature,"['SOC 2', 'None']",0,14,7,True,True,Medium,National,Kolkata,"['UP', 'Tamil Nadu', 'Gujarat']",Pan India,2,Comprehensive,Community,Complete,highly_specialized
f76e4380-b087-418a-92f4-f49e01759b49,Parmar Ltd,"Waste Management startup focusing on Sensors, IoT, Route Optimization","Parmar Ltd specializes in Sensors, IoT, Route Optimization combined with innovative software to solve waste management challenges.",Waste Management,['Rural Development'],"['Sensors', 'IoT', 'Route Optimization']",['Renewable Tech'],4,3,100,Strong,24,56,13000000,12,Series B,12000000,Growth,['ISO 27001'],4,11,0,True,False,Low,National,Jaipur,"['Tamil Nadu', 'Gujarat', 'West Bengal', 'Karnataka']",Pan India,10,Basic,Community,Complete,strong_tech_geo_mismatch
25bfb270-205b-4db3-ae4e-cc392a06092e,"Dua, Dhillon and Rai",Education startup focusing on Recommendation Systems,We provide end-to-end education services powered by Recommendation Systems and a strong team of experts.,Education,"['Defence', 'Logistics']",['Recommendation Systems'],"['Robotics', 'IoT']",13,13,27,Specialized,25,74,9300000,53,Series B,0,Growth,"['ISO 27001', 'None']",3,0,0,True,True,Low,Regional,Indore,"['Tamil Nadu', 'Delhi']",Patna,9,Advanced,Community,Complete,high_exp_weak_tech
3ac51441-ed88-47d3-b74e-83e04fab3980,Kant-Samra,Transportation startup focusing on IoT,An innovative startup leveraging IoT to revolutionize transportation operations.,Transportation,"['FinTech', 'Tourism']",['IoT'],"['NLP', 'AI']",5,1,186,Strong,15,85,39900000,26,Series A,7000000,MVP,['None'],1,13,8,True,True,Low,Local,Visakhapatnam,"['Karnataka', 'Telangana', 'Delhi']",Hyderabad,1,Advanced,Community,Complete,excellent_tech_excellent_exp
7117e37e-a836-4e89-9f55-ac9ea48fd8c3,Khare-Vasa,"Transportation startup focusing on Predictive Maintenance, IoT","We build Predictive Maintenance, IoT systems for transportation applications, delivering scalable solutions and intelligent integration.",Transportation,['Healthcare'],"['Predictive Maintenance', 'IoT']",['Computer Vision'],4,3,94,Strong,10,37,37000000,76,Series B,19000000,Early Revenue,"['CMMI', 'ISO 27001']",1,2,11,True,False,Medium,National,Hyderabad,"['Karnataka', 'UP', 'Delhi', 'Kerala']",Pan India,6,Advanced,24x7,Incomplete,incomplete_eligibility
9e10e843-51a1-4bb7-8a14-e9b83a4d1541,"Amble, Murty and Walia",Agriculture startup focusing on Computer Vision,"Amble, Murty and Walia specializes in Computer Vision combined with innovative software to solve agriculture challenges.",Agriculture,['Water Management'],['Computer Vision'],['Machine Learning'],11,11,2,Specialized,13,38,28900000,11,Series B,1000000,Prototype,['None'],2,19,13,True,True,Low,Regional,New Delhi,"['UP', 'Telangana']",Pan India,6,Basic,8x5,Complete,high_exp_weak_tech
8d99c395-c2ad-478d-8126-ea8d7c722f1c,"Acharya, Wagle and Bhargava","Smart City startup focusing on Data Analytics, Edge Computing","We build Data Analytics, Edge Computing systems for smart city applications, delivering scalable solutions and intelligent integration.",Smart City,['Transportation'],"['Data Analytics', 'Edge Computing']",['Computer Vision'],15,8,11,Specialized,17,88,45500000,70,Series B,1000000,Mature,"['SOC 2', 'ISO 27001']",0,0,11,True,True,Low,Local,Indore,['Maharashtra'],Bhubaneswar,7,Comprehensive,24x7,Complete,excellent_tech_excellent_exp
404a2fd3-daac-4aff-a6f8-a760a64f903f,Ganguly-Biswas,"Cybersecurity startup focusing on Cryptography, AI","Ganguly-Biswas specializes in Cryptography, AI combined with innovative software to solve cybersecurity challenges.",Cybersecurity,"['Smart City', 'Water Management']","['Cryptography', 'AI']","['IoT', 'Sensors']",11,8,49,Strong,19,38,38300000,35,Seed,7000000,Prototype,['CMMI'],2,19,3,True,True,Low,Local,Chennai,"['Tamil Nadu', 'Gujarat']",Nashik,11,Comprehensive,Community,Complete,highly_specialized
2a7e6590-78f1-4e6e-a2e6-cdb481fa6f0c,Karnik Group,"Logistics startup focusing on Predictive Analytics, IoT","Karnik Group specializes in Predictive Analytics, IoT combined with innovative software to solve logistics challenges.",Logistics,"['Environment', 'Cybersecurity']","['Predictive Analytics', 'IoT']","['Blockchain', 'Data Analytics']",8,8,8,Strong,20,50,32400000,14,Bootstrapped,18000000,Growth,"['None', 'ISO 27001']",5,18,12,True,True,Medium,Local,Kochi,"['UP', 'West Bengal', 'Karnataka']",Coimbatore,11,Comprehensive,24x7,Complete,high_exp_weak_tech
